listing_id,id_x,date,reviewer_id,reviewer_name,comments,temp_max,temp_min,apparent_temp_max,apparent_temp_min,rain,wind_speed,wind_gust,humidity,id_y,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
810042,1102743668636634629,2024-03-01,90084746,Fraser,"Fantastic welcome from Carol with many goodies left for us including coffee wine and biscuits. Cottage itself was beautiful with many original features - with special mention to the roll top bath and the stoop. We found everything we needed and appreciated the stove top kettle during load shedding! Loved the outside (hot) shower and visits from the charming cat. Only minor downside, the proximity of the trains enthusiastically tooting in the mornings from 6am. Overall a truly delightful stay.",23.4,15.8,25.7,16.2,0.0,18.0,51.5,83.0,810042,https://www.airbnb.com/rooms/810042,20250900000000.0,28/09/2025,city scrape,Pineapple Cottage - Kalk Bay,"The cottage is an old style Victoria cottage with wooden floors, sash windows and shutters. The floors are painted white, ceilings white and walls a light color to give it a open light look. There is lots of light and sunshine.","We are situated close to the fishing village, a heritage site of many generations of fishermen and families. The community is friendly. The cottage is situated a short minute or two walk away from the Kalk Bays main road shops and restaurants including the harbour. One can enjoy a short stroll to the local beaches and tidal pools. In fact guests don't even need to leave Kalk Bay, there is loads to enjoy, just a short distance away from the cottage.",https://a0.muscache.com/pictures/miso/Hosting-810042/original/f6665f7c-521d-4267-9583-2c95b15f9393.jpeg,4260566,https://www.airbnb.com/users/show/4260566,Carol,27/11/2012,"Cape Town, South Africa","I live in Kalk Bay, Cape Town  with my husband, Tom, and our 2 sons. We love living in Kalk Bay. It’s a suburb of Cape Town but yet a village in itself. We get to enjoy the ocean, the restaurants, the shops, the people plus all other unique characteristics of Kalk Bay … right on our doorstep! ",within an hour,83%,97%,t,https://a0.muscache.com/im/pictures/user/45662ecd-e39f-435e-a83a-5a8a1734c6e0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45662ecd-e39f-435e-a83a-5a8a1734c6e0.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 64,,-34.12797,18.44605,Entire cottage,Entire home/apt,4,1.5,1.5 baths,2.0,3.0,"[""Fire extinguisher"", ""TV with standard cable"", ""Oven"", ""Extra pillows and blankets"", ""Essentials"", ""Indoor fireplace"", ""Private entrance"", ""Waterfront"", ""Hangers"", ""Host greets you"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishwasher"", ""High chair"", ""Microwave"", ""Private patio or balcony"", ""Dishes and silverware"", ""Kitchen"", ""Harbor view"", ""Wifi \u2013 31 Mbps"", ""Pack \u2019n play/Travel crib"", ""Sea view"", ""BBQ grill"", ""Washer"", ""Heating"", ""Bed linens"", ""Iron"", ""Outdoor dining area"", ""Hot water"", ""Stove"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Free street parking""]","$1,526.00",3,1124,2.0,3.0,1125.0,1125.0,3.0,1125.0,,t,9,25,34,211,28/09/2025,50,4,0,34,9,24,36624.0,28/01/2013,04/04/2025,4.98,5.0,4.96,5.0,4.98,4.96,4.96,,t,3,3,0,0,0.32
811611,1104210506354708276,2024-03-03,210563646,Manuela,Lovely place in an ideal location with everything you need. Ursula was a great host and we would be happy to stay here again.,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,811611,https://www.airbnb.com/rooms/811611,20250900000000.0,29/09/2025,previous scrape,8 On Burnside Under Table Mountain!,This trendy garden apartment with large bedroom and bathroom en suite and kitchen leads to a sunny courtyard & is situated exactly where you want to be when in Cape Town! Free Wi Fi available. We also have a solar powered inverter so therefore have uninterrupted electricity. Ask about laundry service- Close to everything. Expert advice& tips! Superb Location with loads of trendy bars and restaurants close by  and easily accessible on foot  but not so close as to be noisy.,"Our neighbourhood is a lovely quaint and interesting area. It has beautiful Victorian houses and quiet streets and its inhabitants are creative people of all ages. We have some amazing markets such as the Biscuit Mill in Woodstock and and the famous neighbourhood goods market the Oranjezicht market situated in the Waterfront . We have lovely parks, one of which De Waal park hosts free summer concerts in summer on Sunday afternoons showcasing amazing artists (always South African)within walking distance. We are also on the clean and safe new miciti bus route which would take you to either the airport beach or to the city or in fact anywhere you may want to go including the waterfront. I love that you can walk to everything and that we are so close to trendy Kloof Street which has many bars restaurants and bistros. Many of the important tourist attractions in Cape Town such as Table Mountain and the Company's Garden as well as the most important and visited museums are within walking dis",https://a0.muscache.com/pictures/12005243/f157f2a7_original.jpg,4267926,https://www.airbnb.com/users/show/4267926,Ursula,28/11/2012,"Cape Town, South Africa","l was born in Cape Town and am passionate about my beautiful city and country, South Africa. I love nothing better than to introduce people to this wonderful City and that is why I am a Tourist Guide. Travelling and visiting new countries and experiencing the cultures thereof is my dream activity and I have therefore  travelled  widely through Europe, UK and have visited Egypt, Morocco, Thailand, Vietnam, Cambodia, Bali as well as Namibia, Mocambique, Comores Island, Mauritius and the USA. My hobbies are Travelling of course as well as Reading, Cinema and Theatre , Live Music, arts and culture as well as cycling, hiking, outdoor activities and gaining knowledge of other countries and cultures. I happily engage in discovering new and wonderful activities and restaurants, visiting the  winelands and exploring nature.
Hospitality and service are paramount as well as providing information to make your stay as comfortable and as enjoyable as possible. Registered Tourist Guide with public driving permit and operating licence  with registered vehicle so able to do tours when time allows.  My Motto: Your thoughts become your words and your words become your reality. Never stop dreaming! Positivity is everything! Love life!",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/User/original/4db1754e-e065-47a0-8d3d-d5b0637253ce.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/4db1754e-e065-47a0-8d3d-d5b0637253ce.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 77,,-33.92922,18.40736,Entire guest suite,Entire home/apt,2,,1 bath,1.0,,"[""Bathtub"", ""Fire extinguisher"", ""Beach essentials"", ""First aid kit"", ""Lockbox"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Essentials"", ""Wine glasses"", ""Toaster"", ""Private entrance"", ""Host greets you"", ""Hangers"", ""Outdoor furniture"", ""Long term stays allowed"", ""Mountain view"", ""Luggage dropoff allowed"", ""Window guards"", ""Microwave"", ""Private patio or balcony"", ""Self check-in"", ""ALOE FEROX GLYCERINE SOAP body soap"", ""Dishes and silverware"", ""Courtyard view"", ""Kitchen"", ""DEFY refrigerator"", ""Single level home"", ""Room-darkening shades"", ""Central air conditioning"", ""Cleaning available during stay"", ""Fast wifi \u2013 50 Mbps"", ""Clothing storage: closet"", ""Dryer"", ""Heating"", ""Cleaning products"", ""Bed linens"", ""Freezer"", ""Safe"", ""Coffee"", ""Laundromat nearby"", ""Iron"", ""Outdoor dining area"", ""Hot water"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Blender"", ""32 inch HDTV with standard cable"", ""Cooking basics"", ""Hair dryer"", ""Shower gel"", ""Free street parking""]",,2,28,2.0,2.0,28.0,28.0,2.0,28.0,,t,29,47,66,277,29/09/2025,317,19,1,66,22,114,,25/03/2013,28/09/2025,4.86,4.88,4.95,4.93,4.9,4.94,4.83,,f,1,1,0,0,2.08
811611,1121562288719493672,2024-03-27,57443148,Kaia,"A perfect place to stay when visiting Cape Town. Ursula was a great host, very kind and helpful.",23.8,16.4,22.9,12.9,0.0,31.1,85.3,74.375,811611,https://www.airbnb.com/rooms/811611,20250900000000.0,29/09/2025,previous scrape,8 On Burnside Under Table Mountain!,This trendy garden apartment with large bedroom and bathroom en suite and kitchen leads to a sunny courtyard & is situated exactly where you want to be when in Cape Town! Free Wi Fi available. We also have a solar powered inverter so therefore have uninterrupted electricity. Ask about laundry service- Close to everything. Expert advice& tips! Superb Location with loads of trendy bars and restaurants close by  and easily accessible on foot  but not so close as to be noisy.,"Our neighbourhood is a lovely quaint and interesting area. It has beautiful Victorian houses and quiet streets and its inhabitants are creative people of all ages. We have some amazing markets such as the Biscuit Mill in Woodstock and and the famous neighbourhood goods market the Oranjezicht market situated in the Waterfront . We have lovely parks, one of which De Waal park hosts free summer concerts in summer on Sunday afternoons showcasing amazing artists (always South African)within walking distance. We are also on the clean and safe new miciti bus route which would take you to either the airport beach or to the city or in fact anywhere you may want to go including the waterfront. I love that you can walk to everything and that we are so close to trendy Kloof Street which has many bars restaurants and bistros. Many of the important tourist attractions in Cape Town such as Table Mountain and the Company's Garden as well as the most important and visited museums are within walking dis",https://a0.muscache.com/pictures/12005243/f157f2a7_original.jpg,4267926,https://www.airbnb.com/users/show/4267926,Ursula,28/11/2012,"Cape Town, South Africa","l was born in Cape Town and am passionate about my beautiful city and country, South Africa. I love nothing better than to introduce people to this wonderful City and that is why I am a Tourist Guide. Travelling and visiting new countries and experiencing the cultures thereof is my dream activity and I have therefore  travelled  widely through Europe, UK and have visited Egypt, Morocco, Thailand, Vietnam, Cambodia, Bali as well as Namibia, Mocambique, Comores Island, Mauritius and the USA. My hobbies are Travelling of course as well as Reading, Cinema and Theatre , Live Music, arts and culture as well as cycling, hiking, outdoor activities and gaining knowledge of other countries and cultures. I happily engage in discovering new and wonderful activities and restaurants, visiting the  winelands and exploring nature.
Hospitality and service are paramount as well as providing information to make your stay as comfortable and as enjoyable as possible. Registered Tourist Guide with public driving permit and operating licence  with registered vehicle so able to do tours when time allows.  My Motto: Your thoughts become your words and your words become your reality. Never stop dreaming! Positivity is everything! Love life!",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/User/original/4db1754e-e065-47a0-8d3d-d5b0637253ce.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/4db1754e-e065-47a0-8d3d-d5b0637253ce.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 77,,-33.92922,18.40736,Entire guest suite,Entire home/apt,2,,1 bath,1.0,,"[""Bathtub"", ""Fire extinguisher"", ""Beach essentials"", ""First aid kit"", ""Lockbox"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Essentials"", ""Wine glasses"", ""Toaster"", ""Private entrance"", ""Host greets you"", ""Hangers"", ""Outdoor furniture"", ""Long term stays allowed"", ""Mountain view"", ""Luggage dropoff allowed"", ""Window guards"", ""Microwave"", ""Private patio or balcony"", ""Self check-in"", ""ALOE FEROX GLYCERINE SOAP body soap"", ""Dishes and silverware"", ""Courtyard view"", ""Kitchen"", ""DEFY refrigerator"", ""Single level home"", ""Room-darkening shades"", ""Central air conditioning"", ""Cleaning available during stay"", ""Fast wifi \u2013 50 Mbps"", ""Clothing storage: closet"", ""Dryer"", ""Heating"", ""Cleaning products"", ""Bed linens"", ""Freezer"", ""Safe"", ""Coffee"", ""Laundromat nearby"", ""Iron"", ""Outdoor dining area"", ""Hot water"", ""Stove"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Blender"", ""32 inch HDTV with standard cable"", ""Cooking basics"", ""Hair dryer"", ""Shower gel"", ""Free street parking""]",,2,28,2.0,2.0,28.0,28.0,2.0,28.0,,t,29,47,66,277,29/09/2025,317,19,1,66,22,114,,25/03/2013,28/09/2025,4.86,4.88,4.95,4.93,4.9,4.94,4.83,,f,1,1,0,0,2.08
19271,1104207912107311383,2024-03-03,35363825,Sally,Our stay with Beverley was perfect in every way.  <br/>Great location and so easy for walking around.  Vineyard hotel with lovely grounds and fantastic food very close by.  I would highly recommend staying here.<br/>Thank you,27.4,18.4,27.7,15.9,0.0,31.1,92.5,72.91666667,19271,https://www.airbnb.com/rooms/19271,20250900000000.0,28/09/2025,city scrape,Largo House self catering suite,"Guest suite with a king size or two single beds, en suite shower bathroom and small functional kitchen in quiet, leafy Newlands. Courtyard with table and chairs. Walking distance to Newlands Village shops and restaurants, Cavendish shopping mall and Newlands cricket and rugby grounds. 3km walk or drive to UCT and Kirstenbosch. Two other similar suites on the same property.","You’ll enjoy the peaceful neighbourhood and the outdoor space along the Liesbeek river in front of us.  It is a leafy, peaceful and quiet area with a friendly community who all look out for each other.",https://a0.muscache.com/pictures/airflow/Hosting-19271/original/de9864da-7645-4721-a13c-6aaadfb62305.jpg,73439,https://www.airbnb.com/users/show/73439,Beverley,25/01/2010,"Cape Town, South Africa","We live in a beautiful leafy suburb of Cape Town and enjoy our garden and the outdoor life, walking in the forests nearby and hiking on the slopes of Table Mountain with our dogs. We have seen a lot of the world and enjoy exploring new destinations.  We are very relaxed and believe in treating everyone in the world with respect.",within a few hours,100%,84%,t,https://a0.muscache.com/im/users/73439/profile_pic/1324447302/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/73439/profile_pic/1324447302/original.jpg?aki_policy=profile_x_medium,,5.0,5.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 59,,-33.97918,18.45549,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Free washer \u2013 In building"", ""TV with standard cable"", ""Wifi"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Outdoor furniture"", ""Long term stays allowed"", ""Mountain view"", ""Luggage dropoff allowed"", ""Microwave"", ""Private patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Dishes and silverware"", ""Kitchen"", ""Single level home"", ""Breakfast"", ""BBQ grill"", ""Heating"", ""Bed linens"", ""Iron"", ""Outdoor dining area"", ""Other electric stove"", ""Free parking on premises"", ""Hot water"", ""Refrigerator"", ""Shampoo"", ""Shared outdoor pool - available all year, open 24 hours"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Hair dryer"", ""Free street parking""]",$700.00,2,27,1.0,2.0,27.0,27.0,2.0,27.0,,t,15,19,33,89,28/09/2025,168,29,3,33,36,174,121800.0,23/02/2012,20/09/2025,4.96,4.95,4.99,4.97,4.95,4.99,4.97,,f,5,5,0,0,1.01
842387,1112867193491358078,2024-03-15,1614292,Stephanie,"Ich habe 10 Wochen in Adam's Place verbracht und es war eine wundervolle Zeit.<br/>Perfekt, wenn man alleine verreist. <br/>Man findet sofort Anschluss und es ist sicher.<br/>Das Guest House befindet sich in optimaler Lage.<br/>Adam ist ein perfekter Host.<br/>Egal, was war, er hat sofort geantwortet und eine Lösung gefunden. Auch, als ich kurzfristig einen Wet Suit für ein Casting brauchte;)Nochmal herzlichen Dank dafür!<br/>Danke für diese wundervolle Zeit!<br/>Ich kann Adam's Place jedem zu 100% empfehlen.<br/>Ich komme auf jeden Fall wieder.",24.2,12.2,25.9,11.7,0.0,15.3,45.0,78.41666667,842387,https://www.airbnb.com/rooms/842387,20250900000000.0,28/09/2025,city scrape,The perfect place to stay and meet,"The perfect place to spent an unforgettable time in Cape Town<br /><br />Situated at the slopes of Signal Hill in a beautiful and safe environment,  lies Tamboerskloof an area very well known for its tranquility and relaxed atmosphere.","Tamboerskloof is a perfectly located neighborhood, save and beautiful with old victorian style houses and lush gardens.",https://a0.muscache.com/pictures/57884097/a3508020_original.jpg,4397998,https://www.airbnb.com/users/show/4397998,Adam,13/12/2012,"Cape Town, South Africa","My name is Adam, I'm originally from Germany and I'm running my guesthouse since 2001 in Cape Town.",within a few hours,96%,75%,t,https://a0.muscache.com/im/users/4397998/profile_pic/1355426571/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4397998/profile_pic/1355426571/original.jpg?aki_policy=profile_x_medium,,17.0,25.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 77,,-33.93008,18.40549,Private room in home,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Fire extinguisher"", ""Wifi"", ""Oven"", ""Beach essentials"", ""Smoke alarm"", ""Lockbox"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Essentials"", ""Hangers"", ""Outdoor furniture"", ""Long term stays allowed"", ""LG electric stove"", ""Luggage dropoff allowed"", ""Fire pit"", ""Shared backyard \u2013 Fully fenced"", ""Self check-in"", ""Dishes and silverware"", ""Courtyard view"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Shared patio or balcony"", ""BBQ grill"", ""Heating"", ""Bed linens"", ""Crib"", ""Iron"", ""Outdoor dining area"", ""Resort access"", ""Free parking on premises"", ""Paid washer \u2013 In building"", ""Hot water"", ""Refrigerator"", ""Coffee maker"", ""Lock on bedroom door"", ""Cooking basics"", ""Hair dryer"", ""Free street parking""]",$697.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,26,258,28/09/2025,96,7,0,31,5,42,29274.0,09/02/2013,02/04/2025,4.61,4.65,4.45,4.7,4.82,4.86,4.5,,f,17,11,6,0,0.62
857701,1109340110845599204,2024-03-10,95392649,Elizabeth,"Beautiful view and very comfortable place. Fatima is very responsive and quick to deal with any issues. There is a UPS so internet stays on during loadshedding, which is great.  The grocery store is a short distance away, which is convenient.<br/>Overall highly recommend this place! We hope to return in the future",24.8,17.2,24.9,15.4,0.0,27.4,69.5,72.875,857701,https://www.airbnb.com/rooms/857701,20250900000000.0,28/09/2025,city scrape,Bay Splendour in Simon's Town (Self Catering),"Bay Splendour, nestles in a quiet cul-de-sac only 10 minutes walk from the old world charm of Simon’s Town, South Africa's premier naval station. A coastal gem of peace and tranquillity. Bay Splendour has a spacious open-plan lounge and kitchen, and three tastefully furnished bedrooms,able to sleep up to 6 people. This modern, single-levelled house on Bay-view hillock boasts a breath-taking,uninterrupted, 180º panoramic-view of the deep blue waters of False Bay, the yacht basin and naval port.",,https://a0.muscache.com/pictures/90c52877-2282-4e1c-a418-fa2170605427.jpg,4486696,https://www.airbnb.com/users/show/4486696,Fatima,25/12/2012,,,within a few hours,75%,86%,f,https://a0.muscache.com/im/users/4486696/profile_pic/1360530310/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4486696/profile_pic/1360530310/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,,Ward 61,,-34.18236,18.42457,Entire home,Entire home/apt,6,2.0,2 baths,3.0,4.0,"[""TV with standard cable"", ""Wifi"", ""Oven"", ""Backyard"", ""Beach essentials"", ""Dedicated workspace"", ""Essentials"", ""Hangers"", ""Dishwasher"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Patio or balcony"", ""Single level home"", ""BBQ grill"", ""Washer"", ""Dryer"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Cooking basics"", ""Hair dryer""]","$2,886.00",5,60,1.0,5.0,60.0,60.0,4.8,60.0,,t,4,25,28,244,28/09/2025,38,6,1,28,4,60,173160.0,19/12/2017,03/09/2025,4.92,4.97,4.79,4.95,5.0,4.95,4.82,,f,1,1,0,0,0.4
875916,1108592412678429673,2024-03-09,68663454,Elize,A lovely space in a peaceful area. Easy access to the beach. Maureen was a lovely and responsive host. Thank you for a lovely stay!,24.8,16.8,26.8,16.0,0.0,21.1,57.2,74.875,875916,https://www.airbnb.com/rooms/875916,20250900000000.0,28/09/2025,city scrape,Llandudno Penthouse  5 mins / beach / No loadsheds,"Penthouse - 5 Minutes from Llandudno beach. <br />Sleeps 2 adults. <br />Modern, bright, spacious, stand-alone penthouse with open plan, lounge, dining & kitchen area plus balcony with table/2 chairs & barbecue.<br />approx. 85 sq meters<br />Stunning view of Little Lion's Head. <br />There is one bedroom up fairly steep stairs in the loft.<br />TV/Netflix & free Wi-fi.<br />Bathroom with shower. Towels provided.<br />Off street parking.<br />Solar powered/no load shedding.<br />Shops, restaurants & tourist attractions in nearby Hout Bay.",Llandudno is a very sought after upmarket area & is located on the Atlantic coastline.Llandudno is a 30 minute drive to Cape Town & is approx 5 minutes from nearby Hout Bay.<br />Cape Town International Airport is a 40 to 45 minute drive to Llandudno.<br />Llandudno has one of the most beautiful beaches in the world.<br />Sandy Bay is a nudist beach & is within easy walking distance (approx 20 minutes) from the car park with stunning scenery on route.<br />Things to do in the area<br />Chapman's Peak Drive / World of Birds / Hout Bay Harbour Market /<br />Fishing / Seal Island Boat trips / Hiking<br />Dolphin & Whale Watching<br />Chapman’s Peak Drive,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODc1OTE2/original/887b3e08-4aed-4615-8a1f-ba110d1b5334.jpeg,4625439,https://www.airbnb.com/users/show/4625439,Maureen,08/01/2013,South Africa,"Warm & friendly 
Llandudno Beach Apartments
",within an hour,100%,62%,f,https://a0.muscache.com/im/pictures/user/84523de5-02c3-413a-968d-d72eb2dae68b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/84523de5-02c3-413a-968d-d72eb2dae68b.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,"Cape Town, Western Cape, South Africa",Ward 74,,-34.00883098,18.34499731546999,Entire rental unit,Entire home/apt,2,0.0,0 baths,0.0,1.0,"[""Wifi"", ""Oven"", ""Backyard"", ""Dedicated workspace"", ""Essentials"", ""Hangers"", ""Mountain view"", ""Shared pool"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Patio or balcony"", ""Ocean view"", ""BBQ grill"", ""Heating"", ""Bed linens"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""TV"", ""Stove"", ""Refrigerator"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer""]","$2,315.00",3,30,3.0,18.0,30.0,30.0,3.8,30.0,,t,30,60,76,335,28/09/2025,18,5,0,76,4,30,69450.0,04/12/2018,25/04/2025,4.39,4.56,4.22,4.61,4.78,4.72,4.33,,f,4,2,2,0,0.22
893053,1105002204292309601,2024-03-04,13957121,Thomas,"I can highly recommend staying in this place. I stayed 3 weeks and worked from the apartment - very convenient without loadshedding. Also the area and the building are very safe. Also made use of the parking. Katia is such an amazing host, the communication and checkin in were super easy. I will come back 🤩🇿🇦",18.8,15.3,19.8,15.5,18.5,18.5,57.2,89.95833333,893053,https://www.airbnb.com/rooms/893053,20250900000000.0,29/09/2025,city scrape,At Greenmarket Place apartment - stunning views,"A specious, light 1-bedroom apartment with panoramic views of Table Mountain located in the center of Cape Town.","A number of restaurants can be found within a 2-5-minute walk. Cape Town's most popular shopping, dining and entertainment area - V&A Waterfront, is about 2 km away. Camps Bay beach is about 6 km away. Boulders Beach at Simon's Town, famous for its colony of African penguins is 42 km away. Cape Point is 65 km away.<br />There is a dive center near Simon’s Town and lots of other places of interest, such as:<br />Stellenbosch – 50 km<br />Franschhoek Wine Valley - 75 km<br />Hermanus - 121 km",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODkzMDUz/original/1e1994c9-2e38-4230-bf70-9b78ba1aee93.jpeg,4749338,https://www.airbnb.com/users/show/4749338,Katia,18/01/2013,"Cape Town, South Africa",A traveller,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/dcea96f6-e0b9-4c45-a49e-98a74c1c314f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dcea96f6-e0b9-4c45-a49e-98a74c1c314f.jpg?aki_policy=profile_x_medium,,3.0,8.0,"['email', 'phone', 'work_email']",t,t,"Cape Town, Western Cape, South Africa",Ward 115,,-33.92222,18.41999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Free washer \u2013 In building"", ""Wifi"", ""Oven"", ""Body soap"", ""Smoke alarm"", ""AC - split type ductless system"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Essentials"", ""Wine glasses"", ""Toaster"", ""Elevator"", ""Hangers"", ""40 inch HDTV with standard cable, Netflix"", ""Long term stays allowed"", ""Mountain view"", ""Dishwasher"", ""Microwave"", ""Private patio or balcony"", ""Self check-in"", ""Shared gym in building"", ""Dishes and silverware"", ""Exercise equipment"", ""Kitchen"", ""Room-darkening shades"", ""Bed linens"", ""Iron"", ""Free parking on premises"", ""Building staff"", ""Hot water"", ""Stove"", ""Refrigerator"", ""Coffee maker"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Hair dryer"", ""Shower gel""]","$1,674.00",2,28,2.0,7.0,1125.0,1125.0,3.4,1125.0,,t,20,43,69,238,29/09/2025,40,1,0,71,5,6,10044.0,17/03/2014,23/02/2025,4.75,4.85,4.85,4.67,4.88,4.77,4.64,,t,3,3,0,0,0.28
