review_id,listing_id,date_key,sentiment_stars
1110006630393144145,4052806,2024-03-11,4.65
1115137837454920572,4417420,2024-03-18,4.87
1107131122181605455,4090938,2024-03-07,4.58
1107895656587532829,4435697,2024-03-08,4.52
1112967841883784971,4438981,2024-03-15,2.69
1123778829113627975,4228894,2024-03-30,4.52
1109253260396777545,4309526,2024-03-10,4.73
1107801770596596138,4820554,2024-03-08,4.82
1102793722916618703,4619681,2024-03-01,4.59
1117225733301890349,4858427,2024-03-21,4.72
1121607842094175344,4646142,2024-03-27,4.64
1119423981974986707,4890833,2024-03-24,4.58
1115085266677214338,4937865,2024-03-18,4.85
1118009217447535185,4703470,2024-03-22,4.72
1107877738952764408,4711190,2024-03-08,4.38
1120926414316657588,4993364,2024-03-26,4.77
1108564853385334326,5011028,2024-03-09,4.78
1119471333101751664,4740365,2024-03-24,4.7
1107802414859690345,4761092,2024-03-08,4.07
1111530459788971645,5316070,2024-03-13,4.78
1109321895712665469,5148889,2024-03-10,4.42
1106423756378728395,5439441,2024-03-06,4.84
